Country, Population, Year, GDP, GDP/C, Uemployment Rate
['CHE', 8451840, 'YR2017', 695200833086.499, 80770, 4.797]
['CHE', 8373338, 'YR2016', 687895460902.713, 83360, 4.918]
['CHE', 8282396, 'YR2015', 694118186379.628, 86810, 4.801]
['CHE', 8188649, 'YR2014', 726537808338, 88250, 4.826]
['CHE', 8089346, 'YR2013', 706234937370.968, 90590, 4.747]
['CHE', 7996861, 'YR2012', 686420221557.99, 86720, 4.491]
['CHE', 7912398, 'YR2011', 715888126682.396, 81330, 4.409]
['CHE', 7824909, 'YR2010', 598851028906.58, 79040, 4.808]
['SYR', None, 'YR2023', None, None, None]
['SYR', 22125249, 'YR2022', None, None, None]
['SYR', 21324367, 'YR2021', 8969512933.38826, 560, None]
['SYR', 20772595, 'YR2020', 11156757922.0385, 780, None]
['SYR', 20098251, 'YR2019', 22600896342.9399, 980, None]
['SYR', 19333463, 'YR2018', 21496337948.9175, 820, None]
['SYR', 18983373, 'YR2017', 16369724424.2585, 730, None]
['SYR', 18964252, 'YR2016', 12598742889.2732, 760, None]
['SYR', 19205178, 'YR2015', 16468399173.0006, 910, None]
['SYR', 20072232, 'YR2014', 21502061466.067, 1080, None]
['SYR', 21495821, 'YR2013', 21361254634.9336, 1280, None]
['SYR', 22605577, 'YR2012', 43190318032.5627, 2650, None]
['SYR', 22730733, 'YR2011', 67539428159.4474, 5440, None]
['SYR', 22337563, 'YR2010', 252518218262.806, 10330, 8.61]
['TJK', None, 'YR2023', None, None, None]
['TJK', 9952787, 'YR2022', 10492123387.7931, 1210, None]
['TJK', 9750064, 'YR2021', 8937805347.13963, 1160, None]
['TJK', 9543207, 'YR2020', 8133963813.07025, 1050, None]
['TJK', 9337003, 'YR2019', 8300813889.60795, 1070, None]
['TJK', 9128132, 'YR2018', 7765000282.26569, 1020, None]
['TJK', 8925525, 'YR2017', 7536403146.65439, 1020, None]
['TJK', 8725318, 'YR2016', 6992416096.89018, 1110, 6.9]
['TJK', 8524063, 'YR2015', 8271431932.39205, 1250, None]
['TJK', 8326348, 'YR2014', 9112606074.45562, 1340, None]
['TJK', 8136610, 'YR2013', 8448410727.21353, 1310, None]
['TJK', 7956382, 'YR2012', 7633036366.08862, 1140, None]
['TJK', 7784819, 'YR2011', 6522755783.43972, 1010, None]
['TJK', 7621779, 'YR2010', 5642221528.6282, 910, None]
['TZA', None, 'YR2023', None, None, None]
['TZA', 65497748, 'YR2022', 75732311666.039, 1200, None]
['TZA', 63588334, 'YR2021', 70655628147.8986, 1120, None]
['TZA', 61704518, 'YR2020', 66068737786.0639, 1050, 2.781]
['TZA', 59872579, 'YR2019', 61026731925.9213, 1040, None]
['TZA', 58090443, 'YR2018', 57003712892.0858, 1000, None]
['TZA', 56267032, 'YR2017', 53274884532.7886, 950, None]
['TZA', 54401802, 'YR2016', 49774409374.4538, 950, None]
['TZA', 52542823, 'YR2015', 47413919817.124, 960, None]
['TZA', 50814552, 'YR2014', 49986726460.6805, 960, 2.125]
['TZA', 49253643, 'YR2013', 45648857242.315, 880, 2.93]
['TZA', 47786137, 'YR2012', 39650394362.9287, 800, 2.608]
['TZA', 46416031, 'YR2011', 34657140096.4836, 760, 3.47]
['TZA', 45110527, 'YR2010', 32012892919.37, 720, 1.314]
['THA', None, 'YR2023', None, None, None]
['THA', 71697030, 'YR2022', 495423343049.622, 7230, 0.94]
['THA', 71601103, 'YR2021', 505568063988.806, 7090, 1.215]
['THA', 71475664, 'YR2020', 500457264955.763, 6920, 1.099]
['THA', 71307763, 'YR2019', 543976691793.886, 7080, 0.716]
['THA', 71127802, 'YR2018', 506754208404.485, 6450, 0.766]
['THA', 70898202, 'YR2017', 456356813536.764, 5820, 0.83]
['THA', 70607037, 'YR2016', 413366349747.508, 5570, 0.688]
['THA', 70294397, 'YR2015', 401296238228.084, 5580, 0.597]
['THA', 69960943, 'YR2014', 407339040197.651, 5640, 0.576]
['THA', 69578602, 'YR2013', 420333654592.547, 5610, 0.249]
['THA', 69157023, 'YR2012', 397558325278.579, 5420, 0.58]
['THA', 68712846, 'YR2011', 370818739623.622, 4860, 0.66]
['THA', 68270489, 'YR2010', 341104766329.17, 4510, 0.622]
['TGO', None, 'YR2023', None, None, None]
['TGO', 8848699, 'YR2022', 8341225241.45693, 1010, None]
['TGO', 8644829, 'YR2021', 8443112143.23844, 950, None]
['TGO', 8442580, 'YR2020', 7486031561.86885, 890, None]
['TGO', 8243094, 'YR2019', 6992654019.28876, 880, 2.056]
['TGO', 8046679, 'YR2018', 7029215766.46367, 850, None]
['TGO', 7852795, 'YR2017', 6387424239.8801, 790, 3.744]
['TGO', 7661354, 'YR2016', 6071167584.1951, 820, None]
['TGO', 7473229, 'YR2015', 5755457836.01866, 860, 2.204]
['TGO', 7288383, 'YR2014', 6393314707.85456, 870, None]
['TGO', 7106229, 'YR2013', 6021729629.82454, 850, None]
['TGO', 6926635, 'YR2012', 5413541649.14901, 810, None]
['TGO', 6748672, 'YR2011', 5422439152.10906, 820, 1.982]
['TGO', 6571855, 'YR2010', 4746386893.22553, 760, None]
['TON', None, 'YR2023', None, None, None]
['TON', 106858, 'YR2022', None, None, None]
['TON', 106017, 'YR2021', 469228219.665791, 4930, 2.111]
['TON', 105254, 'YR2020', 484796854.918756, 5200, None]
['TON', 104951, 'YR2019', 512053692.078675, 5130, None]
['TON', 105150, 'YR2018', 488906838.594866, 4710, 2.248]
['TON', 105415, 'YR2017', 460374354.847247, 4440, None]
['TON', 105707, 'YR2016', 420548712.433288, 4220, None]
['TON', 106122, 'YR2015', 437003078.563584, 4210, None]
['TON', 106626, 'YR2014', 439877614.419206, 4350, None]
['TON', 107089, 'YR2013', 450650633.04135, 4320, None]
['TON', 107502, 'YR2012', 470705196.432659, 4130, None]
['TON', 107611, 'YR2011', 414533117.692299, 3660, None]
['TON', 107383, 'YR2010', 366832215.189578, 3270, None]
['TTO', None, 'YR2023', None, None, None]
['TTO', 1531044, 'YR2022', 30053575132.142, 16190, 4.383]
['TTO', 1525663, 'YR2021', 24496505940.6673, 14850, 4.446]
['TTO', 1518147, 'YR2020', 20807571314.3043, 13670, 4.206]
['TTO', 1519955, 'YR2019', 23775754304.6652, 15740, 3.523]
['TTO', 1504709, 'YR2018', 24569079488.3913, 15430, None]
['TTO', 1478607, 'YR2017', 24040299977.8745, 15640, None]
['TTO', 1469330, 'YR2016', 23713671528.1421, 16550, 3.207]
['TTO', 1460177, 'YR2015', 27026080986.578, 19170, 2.428]
['TTO', 1450661, 'YR2014', 29699968760.7278, 19290, 2.477]
['TTO', 1440729, 'YR2013', 28709988700.2142, 18860, 2.683]
['TTO', 1430377, 'YR2012', 27334581560.2837, 16890, 3.718]
['TTO', 1420020, 'YR2011', 25433011405.3017, 14090, 3.425]
['TTO', 1410296, 'YR2010', 22157948396.2042, 15500, 4.033]
['TUN', None, 'YR2023', None, None, 15.106]
['TUN', 12356117, 'YR2022', 46303552449.3542, 3830, 15.301]
['TUN', 12262946, 'YR2021', 46687293140.3377, 3560, None]
['TUN', 12161723, 'YR2020', 42538289933.2162, 3220, None]
['TUN', 12049314, 'YR2019', 41905540184.424, 3540, 17.153]
['TUN', 11933041, 'YR2018', 42686580020.8322, 3650, 15.459]
['TUN', 11811443, 'YR2017', 42163530590.9462, 3650, 15.33]
['TUN', 11685667, 'YR2016', 44360072680.4476, 3870, 15.557]
['TUN', 11557779, 'YR2015', 45779494041.9295, 4070, 15.159]
['TUN', 11428948, 'YR2014', 50271812920.612, 4250, 14.259]
['TUN', 11300284, 'YR2013', 48685446413.953, 4240, 15.934]
['TUN', 11174383, 'YR2012', 47311401812.6733, 4190, 17.63]
['TUN', 11032528, 'YR2011', 48123325825.0739, 4010, 18.334]
['TUN', 10895063, 'YR2010', 46206091937.9628, 4090, 13.049]
['TUR', None, 'YR2023', None, None, 9.4]
['TUR', 84979913, 'YR2022', 907118435952.688, 10640, 10.5]
['TUR', 84147318, 'YR2021', 819865253669.661, 10010, 11.969]
['TUR', 83384680, 'YR2020', 720338498174.744, 9160, 13.148]
['TUR', 82579440, 'YR2019', 761005946788.221, 9800, 13.73]
['TUR', 81407204, 'YR2018', 778972199727.859, 10650, 10.956]
['TUR', 80312698, 'YR2017', 858988492853.742, 11090, 10.919]
['TUR', 79277962, 'YR2016', 869682881593.041, 11340, 10.899]
['TUR', 78218479, 'YR2015', 864313810469.009, 12080, 10.304]
['TUR', 77181884, 'YR2014', 938934609296.966, 12630, 9.901]
['TUR', 76147624, 'YR2013', 957799120008.32, 12570, 9.713]
['TUR', 75175827, 'YR2012', 880555885492.269, 11880, 9.21]
['TUR', 74223629, 'YR2011', 838785289694.35, 11190, 9.789]
['TUR', 73142150, 'YR2010', 776967266305.53, 10380, 11.879]
['TKM', None, 'YR2023', None, None, None]
['TKM', 6430770, 'YR2022', 56542857142.8571, None, None]
['TKM', 6341855, 'YR2021', 50007428571.4286, None, None]
['TKM', 6250438, 'YR2020', 45818000000, None, None]
['TKM', 6158420, 'YR2019', 45232857142.8571, 7130, None]
['TKM', 6065066, 'YR2018', 40765428571.4286, 6500, None]
['TKM', 5968383, 'YR2017', 37926285714.2857, 6160, None]
['TKM', 5868561, 'YR2016', 36169428571.4286, 6590, None]
['TKM', 5766431, 'YR2015', 35799714285.7143, 6790, None]
['TKM', 5663152, 'YR2014', 43524210526.3158, 6950, None]
['TKM', 5560095, 'YR2013', 39197543859.6491, 6280, None]
['TKM', 5458682, 'YR2012', 35164210526.3158, 5370, None]
['TKM', 5360811, 'YR2011', 29233333333.3333, 4560, None]
['TKM', 5267970, 'YR2010', 22583157894.7368, 3930, 4]
['UGA', None, 'YR2023', None, None, None]
['UGA', 47249585, 'YR2022', 45567304608.4764, 930, None]
['UGA', 45853778, 'YR2021', 40510241365.8914, 850, 3.422]
['UGA', 44404611, 'YR2020', 37605430214.3519, 820, None]
['UGA', 42949080, 'YR2019', 35348155095.4215, 810, 2.563]
['UGA', 41515395, 'YR2018', 32927025619.6795, 770, None]
['UGA', 40127085, 'YR2017', 30744473841.424, 760, 3.643]
['UGA', 38748299, 'YR2016', 29203988696.2626, 820, None]
['UGA', 37477356, 'YR2015', 32387183730.1002, 850, None]
['UGA', 36336539, 'YR2014', 32612397257.4458, 830, 1.566]
['UGA', 35273570, 'YR2013', 28915786516.6123, 810, 1.91]
['UGA', 34273295, 'YR2012', 27305915910.7877, 830, 3.551]
['UGA', 33295738, 'YR2011', 27871725241.4723, 860, 0.882]
['UGA', 32341728, 'YR2010', 26673441430.7857, 680, 1.401]
['UKR', None, 'YR2023', None, None, None]
['UKR', 38000000, 'YR2022', 160502737251.047, 4260, None]
['UKR', 43822901, 'YR2021', 199765859570.935, 4110, 9.834]
['UKR', 44132049, 'YR2020', 156617722013.342, 3570, 9.475]
['UKR', 44386203, 'YR2019', 153883047509.577, 3310, 8.194]
['UKR', 44622518, 'YR2018', 130891088293.55, 2750, 8.799]
['UKR', 44831135, 'YR2017', 112090505081.739, 2360, 9.5]
['UKR', 45004673, 'YR2016', 93355869403.9223, 2360, 9.35]
['UKR', 45154036, 'YR2015', 91030967789.0717, 2800, 9.14]
['UKR', 45272155, 'YR2014', 133503871861.723, 3560, 9.27]
['UKR', 45489648, 'YR2013', 190498811460.028, 3950, 7.17]
['UKR', 45593342, 'YR2012', 182591753827.949, 3650, 7.529]
['UKR', 45706086, 'YR2011', 169333835201.554, 3150, 7.851]
['UKR', 45870741, 'YR2010', 141209170427.233, 3030, 8.1]
['GBR', None, 'YR2023', None, None, None]
['GBR', 66971395, 'YR2022', 3089072722400.14, 49240, None]
['GBR', 67026292, 'YR2021', 3141506156618.7, 45550, None]
['GBR', 67081234, 'YR2020', 2697806592293.86, 38750, None]
['GBR', 66836327, 'YR2019', 2851407164907.81, 43240, 3.737]
['GBR', 66460344, 'YR2018', 2871340347581.79, 42020, 3.996]
['GBR', 66058859, 'YR2017', 2680148052335.3, 41660, 4.33]
['GBR', 65611593, 'YR2016', 2689106566899.61, 42960, 4.81]
['GBR', 65116219, 'YR2015', 2927911140916.73, 44380, 5.301]
['GBR', 64602298, 'YR2014', 3064708247921.43, 44580, 6.11]
['GBR', 64128273, 'YR2013', 2784853502534.29, 42790, 7.525]
['GBR', 63700215, 'YR2012', 2707089726614.64, 41800, 7.885]
['GBR', 63258810, 'YR2011', 2663805834828.07, 41100, 8.038]
['GBR', 62766365, 'YR2010', 2485482596184.71, 41770, 7.787]
['USA', None, 'YR2023', None, None, 3.638]
['USA', 333287557, 'YR2022', 25439700000000, 76770, 3.65]
['USA', 332031554, 'YR2021', 23315080560000, 71390, 5.349]
['USA', 331511512, 'YR2020', 21060473613000, 64670, 8.055]
['USA', 328329953, 'YR2019', 21380976119000, 66120, 3.669]
['USA', 326838199, 'YR2018', 20533057312000, 63290, 3.896]
['USA', 325122128, 'YR2017', 19477336549000, 59080, 4.355]
['USA', 323071755, 'YR2016', 18695110842000, 57020, 4.869]
['USA', 320738994, 'YR2015', 18206020741000, 56460, 5.28]
['USA', 318386329, 'YR2014', 17550680174000, 55620, 6.168]
['USA', 316059947, 'YR2013', 16843190993000, 53840, 7.375]
['USA', 313877662, 'YR2012', 16253972230000, 52680, 8.069]
['USA', 311583481, 'YR2011', 15599728123000, 50660, 8.949]
['USA', 309327143, 'YR2010', 15048964444000, 49190, 9.633]
['URY', None, 'YR2023', None, None, 9.458]
['URY', 3422794, 'YR2022', 71177146197.4951, 18000, 7.877]
['URY', 3426260, 'YR2021', 61412268248.9461, 16180, 9.301]
['URY', 3429086, 'YR2020', 53666908053.7655, 16080, 10.33]
['URY', 3428409, 'YR2019', 62048585618.505, 18170, 8.734]
['URY', 3427042, 'YR2018', 65203071817.9812, 17520, 8.336]
['URY', 3422200, 'YR2017', 65006047680.3225, 16550, 7.89]
['URY', 3413766, 'YR2016', 57480788380.312, 16320, 7.841]
['URY', 3402818, 'YR2015', 57680327998.6689, 16900, 7.488]
['URY', 3391662, 'YR2014', 61496186973.902, 16960, 6.547]
['URY', 3381180, 'YR2013', 61337621933.7857, 16310, 6.444]
['URY', 3371133, 'YR2012', 54232266358.7811, 14080, 6.451]
['URY', 3361637, 'YR2011', 50342406067.0777, 12600, 6.307]
['URY', 3352651, 'YR2010', 41950361211.9581, 10820, 7.158]
['UZB', None, 'YR2023', None, None, None]
['UZB', 35648100, 'YR2022', 80391853887.4049, 2190, None]
['UZB', 34915100, 'YR2021', 69600614987.3509, 1980, None]
['UZB', 34232050, 'YR2020', 60224701296.7885, 1770, 5.293]
['UZB', 33580350, 'YR2019', 60283503705.3907, 1880, 8.98]
['UZB', 32956100, 'YR2018', 52870108217.2949, 2120, 9.35]
['UZB', 32388600, 'YR2017', 62081322740.0162, 2470, 5.83]
['UZB', 31847900, 'YR2016', 86138288632.5513, 2790, 5.16]
['UZB', 31298900, 'YR2015', 86196264741.8842, 2740, 5.15]
['UZB', 30757700, 'YR2014', 80845385816.4497, 2600, 5.09]
['UZB', 30243200, 'YR2013', 73180037911.4173, 2430, 4.86]
['UZB', 29774500, 'YR2012', 67517349212.0609, 2160, 4.87]
['UZB', 29339400, 'YR2011', 60178909297.208, 1730, 4.96]
['UZB', 28562400, 'YR2010', 49765676402.4495, 1410, 5.36]
['VUT', None, 'YR2023', None, None, None]
['VUT', 326740, 'YR2022', 1055811723.74753, 3650, None]
['VUT', 319137, 'YR2021', 971636097.850666, 3420, None]
['VUT', 311685, 'YR2020', 909421043.508407, 3250, 4.046]
['VUT', 304404, 'YR2019', 936526267.622513, 3590, 5.445]
['VUT', 297298, 'YR2018', 914736985.430944, 3120, None]
['VUT', 290239, 'YR2017', 880061833.690341, 2860, None]
['VUT', 283218, 'YR2016', 780889605.899977, 2780, None]
['VUT', 276438, 'YR2015', 730870802.967051, 2770, None]
['VUT', 269927, 'YR2014', 772315983.81843, 2930, None]
['VUT', 263534, 'YR2013', 758304466.245339, 2930, None]
['VUT', 257313, 'YR2012', 747839697.746593, 2750, None]
['VUT', 251294, 'YR2011', 770153588.218833, 2710, None]
['VUT', 245453, 'YR2010', 670712979.682038, 2510, 1.848]
['VEN', None, 'YR2023', None, None, None]
['VEN', 28301696, 'YR2022', None, None, None]
['VEN', 28199867, 'YR2021', None, None, None]
['VEN', 28490453, 'YR2020', None, None, 7.53]
['VEN', 28971683, 'YR2019', None, None, None]
['VEN', 29825653, 'YR2018', None, None, None]
['VEN', 30563433, 'YR2017', None, None, 5.045]
['VEN', 30741464, 'YR2016', None, None, 5.319]
['VEN', 30529716, 'YR2015', None, None, None]
['VEN', 30193258, 'YR2014', 482359318767.703, 13010, None]
['VEN', 29838021, 'YR2013', 371005379786.566, 11950, None]
['VEN', 29470426, 'YR2012', 381286237847.667, 12660, 6.601]
['VEN', 29096159, 'YR2011', 316482190800.364, 11890, 6.902]
['VEN', 28715022, 'YR2010', 393192354510.653, 11690, 7.112]
['VNM', None, 'YR2023', None, None, None]
['VNM', 98186856, 'YR2022', 408802378904.838, 4010, 1.524]
['VNM', 97468029, 'YR2021', 366137569122.215, 3590, 2.385]
['VNM', 96648685, 'YR2020', 346615738537.796, 3450, 2.103]
['VNM', 95776716, 'YR2019', 334365270496.667, 3340, 1.681]
['VNM', 94914330, 'YR2018', 310106478394.659, 3060, 1.161]
['VNM', 94033048, 'YR2017', 281353605986.903, 2720, 1.874]
['VNM', 93126529, 'YR2016', 257096001177.982, 2580, 1.848]
['VNM', 92191398, 'YR2015', 239258328381.741, 2480, 1.849]
['VNM', 91235504, 'YR2014', 233451469642.519, 2400, 1.256]
['VNM', 90267739, 'YR2013', 213708811665.34, 2200, 1.316]
['VNM', 89301326, 'YR2012', 195590661129.249, 1980, 1.027]
['VNM', 88349117, 'YR2011', 172595049183.925, 1630, 0.999]
['VNM', 87411012, 'YR2010', 147201173196.979, 1370, 1.114]
['YEM', None, 'YR2023', None, None, None]
['YEM', 33696614, 'YR2022', None, None, None]
['YEM', 32981641, 'YR2021', None, None, None]
['YEM', 32284046, 'YR2020', None, None, None]
['YEM', 31546691, 'YR2019', None, None, None]
['YEM', 30790513, 'YR2018', 21606160783.9845, 840, None]
['YEM', 30034389, 'YR2017', 26842228828.5629, 1000, None]
['YEM', 29274002, 'YR2016', 31317824943.2073, 1070, None]
['YEM', 28516545, 'YR2015', 42444489522.2303, 1110, None]
['YEM', 27753304, 'YR2014', 43228585321.3272, 1360, 13.467]
['YEM', 26984002, 'YR2013', 40415233436.1767, 1340, None]
['YEM', 26223391, 'YR2012', 35401331609.5916, 1180, None]
['YEM', 25475610, 'YR2011', 32726417878.391, 1010, None]
['YEM', 24743946, 'YR2010', 30906749533.221, 1130, 17.82]
['ZMB', None, 'YR2023', None, None, None]
['ZMB', 20017675, 'YR2022', 29163782138.3415, 1240, 5.993]
['ZMB', 19473125, 'YR2021', 22096416933.7902, 1140, 5.195]
['ZMB', 18927715, 'YR2020', 18110638269.2238, 1130, 6.032]
['ZMB', 18380477, 'YR2019', 23308667781.2258, 1390, 5.539]
['ZMB', 17835893, 'YR2018', 26311507273.6735, 1400, 5.031]
['ZMB', 17298054, 'YR2017', 25873601260.8353, 1270, 8.518]
['ZMB', 16767761, 'YR2016', 20958412538.3093, 1340, None]
['ZMB', 16248230, 'YR2015', 21251216798.7762, 1540, 11.888]
['ZMB', 15737793, 'YR2014', 27141023558.0829, 1760, None]
['ZMB', 15234976, 'YR2013', 28037239462.7142, 1720, None]
['ZMB', 14744658, 'YR2012', 25503060420.026, 1660, 7.85]
['ZMB', 14265814, 'YR2011', 23459515275.5776, 1390, None]
['ZMB', 13792086, 'YR2010', 20265559483.8548, 1330, 13.19]
['ZWE', None, 'YR2023', None, None, None]
['ZWE', 16320537, 'YR2022', 27366627153.0852, 1710, 10.087]
['ZWE', 15993524, 'YR2021', 28371238665.8646, 1530, 9.54]
['ZWE', 15669666, 'YR2020', 21509698406.6618, 1460, None]
['ZWE', 15354608, 'YR2019', 21832234921.1762, 1450, 7.373]
['ZWE', 15052184, 'YR2018', 34156069918.0609, 1550, None]
['ZWE', 14751101, 'YR2017', 17584890936.6523, 1170, None]
['ZWE', 14452704, 'YR2016', 20548678100, 1200, None]
['ZWE', 14154937, 'YR2015', 19963120600, 1220, None]
['ZWE', 13855753, 'YR2014', 19495519600, 1210, 4.774]
['ZWE', 13555422, 'YR2013', 19091020000, 1200, None]
['ZWE', 13265331, 'YR2012', 17114849900, 1120, None]
['ZWE', 13025785, 'YR2011', 14101920300, 950, 5.368]
['ZWE', 12839771, 'YR2010', 12041655200, 650, None]
