Country, Population, Year, GDP, GDP/C, Uemployment Rate
['AFG', None, 'YR2023', None, None, None]
['AFG', 41128771, 'YR2022', None, None, None]
['AFG', 40099462, 'YR2021', 14266499429.8746, 380, 5.58]
['AFG', 38972230, 'YR2020', 19955929060.841, 490, 11.71]
['AFG', 37769499, 'YR2019', 18799444414.5998, 520, None]
['AFG', 36686784, 'YR2018', 18053222734.8881, 520, None]
['AFG', 35643418, 'YR2017', 18753456506.5708, 530, 11.184]
['AFG', 34636207, 'YR2016', 18116572399.1298, 560, None]
['AFG', 33753499, 'YR2015', 19134221744.5294, 600, None]
['AFG', 32716210, 'YR2014', 20497128600.3363, 640, 7.915]
['AFG', 31541209, 'YR2013', 20146416876.3886, 670, None]
['AFG', 30466479, 'YR2012', 19907329905.9776, 640, 1.692]
['AFG', 29249157, 'YR2011', 17805098367.2952, 550, None]
['AFG', 28189672, 'YR2010', 15856668496.388, 530, None]
['ALB', None, 'YR2023', None, None, None]
['ALB', 2777689, 'YR2022', 18916378860.5488, 6770, None]
['ALB', 2811666, 'YR2021', 17930565118.8176, 6100, None]
['ALB', 2837849, 'YR2020', 15162734205.2462, 5270, None]
['ALB', 2854191, 'YR2019', 15401826127.2539, 5230, 11.466]
['ALB', 2866376, 'YR2018', 15156424015.1977, 4860, 12.304]
['ALB', 2873457, 'YR2017', 13019726211.7369, 4290, 13.616]
['ALB', 2876101, 'YR2016', 11861199830.8396, 4320, 15.418]
['ALB', 2880703, 'YR2015', 11386853113.0189, 4390, 17.193]
['ALB', 2889104, 'YR2014', 13228147516.1168, 4540, 18.055]
['ALB', 2895092, 'YR2013', 12776224496.9718, 4540, 15.866]
['ALB', 2900401, 'YR2012', 12319834195.331, 4360, 13.376]
['ALB', 2905195, 'YR2011', 12890760315.146, 4410, 13.481]
['ALB', 2913021, 'YR2010', 11926926615.8015, 4360, 14.086]
['DZA', None, 'YR2023', None, None, None]
['DZA', 44903225, 'YR2022', 194998449769.085, 3920, None]
['DZA', 44177969, 'YR2021', 163472387986.768, 3680, None]
['DZA', 43451666, 'YR2020', 145743542982.628, 3610, None]
['DZA', 42705368, 'YR2019', 171760275466.61, 4050, None]
['DZA', 41927007, 'YR2018', 174910684781.571, 4010, None]
['DZA', 41136546, 'YR2017', 170096988531.906, 3970, None]
['DZA', 40339329, 'YR2016', 160034212126.018, 4400, 10.202]
['DZA', 39543154, 'YR2015', 165979224866.131, 4880, 11.206]
['DZA', 38760168, 'YR2014', 213809979836.314, 5510, 10.207]
['DZA', 38000626, 'YR2013', 209755003250.664, 5540, 9.82]
['DZA', 37260563, 'YR2012', 209059080929.499, 5220, 10.97]
['DZA', 36543541, 'YR2011', 200013098817.25, 4610, 9.96]
['DZA', 35856344, 'YR2010', 161207307027.185, 4490, 9.96]
['ASM', None, 'YR2023', None, None, None]
['ASM', 44273, 'YR2022', 871000000, None, None]
['ASM', 45035, 'YR2021', 750000000, None, None]
['ASM', 46189, 'YR2020', 721000000, None, None]
['ASM', 47321, 'YR2019', 647000000, None, None]
['ASM', 48424, 'YR2018', 639000000, None, None]
['ASM', 49463, 'YR2017', 612000000, None, None]
['ASM', 50448, 'YR2016', 671000000, None, None]
['ASM', 51368, 'YR2015', 673000000, None, None]
['ASM', 52217, 'YR2014', 643000000, None, None]
['ASM', 52995, 'YR2013', 638000000, None, None]
['ASM', 53691, 'YR2012', 640000000, None, None]
['ASM', 54310, 'YR2011', 570000000, None, None]
['ASM', 54849, 'YR2010', 573000000, None, 9.2]
['AGO', None, 'YR2023', None, None, None]
['AGO', 35588987, 'YR2022', 106782770714.619, 1880, None]
['AGO', 34503774, 'YR2021', 66505129989.243, 1640, 15.799]
['AGO', 33428486, 'YR2020', 48501561230.001, 1690, None]
['AGO', 32353588, 'YR2019', 70897962712.6213, 2110, 16.497]
['AGO', 31273533, 'YR2018', 79450688232.0011, 1970, None]
['AGO', 30208628, 'YR2017', 73690155046.555, 2090, None]
['AGO', 29154746, 'YR2016', 52761617225.9253, 2550, None]
['AGO', 28127721, 'YR2015', 90496420626.179, 3930, None]
['AGO', 27128337, 'YR2014', 135966802156.542, 4810, 9.579]
['AGO', 26147002, 'YR2013', 132339108708.408, 4710, None]
['AGO', 25188292, 'YR2012', 128052915202.989, 4160, None]
['AGO', 24259111, 'YR2011', 111789747670.59, 3410, 16.77]
['AGO', 23364185, 'YR2010', 83799473759.7201, 3230, 9.43]
['ATG', None, 'YR2023', None, None, None]
['ATG', 93763, 'YR2022', 1867733333.33333, 19050, None]
['ATG', 93219, 'YR2021', 1601366666.66667, 16430, None]
['ATG', 92664, 'YR2020', 1410796296.2963, 15080, None]
['ATG', 92117, 'YR2019', 1725351851.85185, 18000, None]
['ATG', 91626, 'YR2018', 1661529629.62963, 17290, None]
['ATG', 91119, 'YR2017', 1531151851.85185, 15710, None]
['ATG', 90564, 'YR2016', 1489692592.59259, 14980, None]
['ATG', 89941, 'YR2015', 1437755555.55556, 14480, None]
['ATG', 89236, 'YR2014', 1378829629.62963, 14670, None]
['ATG', 88497, 'YR2013', 1325425925.92593, 14650, None]
['ATG', 87674, 'YR2012', 1327107407.40741, 14030, None]
['ATG', 86729, 'YR2011', 1281337037.03704, 13270, None]
['ATG', 85695, 'YR2010', 1148700000, 13030, None]
['ARG', None, 'YR2023', None, None, 6.139]
['ARG', 46234830, 'YR2022', 631133384439.944, 11590, 6.805]
['ARG', 45808747, 'YR2021', 487902572164.348, 9980, 8.736]
['ARG', 45376763, 'YR2020', 385740508436.965, 9010, 11.461]
['ARG', 44938712, 'YR2019', 447754683615.225, 11220, 9.843]
['ARG', 44494502, 'YR2018', 524819892360.176, 12430, 9.221]
['ARG', 44044811, 'YR2017', 643628393281.364, 13140, 8.347]
['ARG', 43590368, 'YR2016', 557532320662.955, 12220, None]
['ARG', 43131966, 'YR2015', 594749285413.212, 12600, None]
['ARG', 42669500, 'YR2014', 526319673731.638, 12350, 7.268]
['ARG', 42202935, 'YR2013', 552025140252.246, 12870, 7.1]
['ARG', 41733271, 'YR2012', 545982375701.128, 11890, 7.217]
['ARG', 41261490, 'YR2011', 530158122010.442, 10710, 7.18]
['ARG', 40788453, 'YR2010', 423627422092.49, 9270, 7.714]
['ARM', None, 'YR2023', None, None, None]
['ARM', 2780469, 'YR2022', 19513474648.2429, 5960, None]
['ARM', 2790974, 'YR2021', 13878908628.9378, 4850, 10.012]
['ARM', 2805608, 'YR2020', 12641698583.2152, 4470, 12.18]
['ARM', 2820602, 'YR2019', 13619290539.2116, 4880, 12.2]
['ARM', 2836557, 'YR2018', 12457940694.7395, 4410, 13.212]
['ARM', 2851923, 'YR2017', 11527458709.0158, 4070, 17.705]
['ARM', 2865835, 'YR2016', 10546136235.5219, 3850, 17.617]
['ARM', 2878595, 'YR2015', 10553337518.414, 4080, 18.261]
['ARM', 2889930, 'YR2014', 11609513246.7958, 4170, 17.499]
['ARM', 2901385, 'YR2013', 11121464437.0415, 4110, 16.576]
['ARM', 2914421, 'YR2012', 10619320682.9474, 3840, 17.511]
['ARM', 2928976, 'YR2011', 10142111824.5835, 3470, 18.884]
['ARM', 2946293, 'YR2010', 9260285755.62424, 3390, 19.523]
['ABW', None, 'YR2023', None, None, None]
['ABW', 106445, 'YR2022', 3544707788.05664, 33410, None]
['ABW', 106537, 'YR2021', 3103184101.51354, 30180, None]
['ABW', 106585, 'YR2020', 2558906303.88098, 23340, None]
['ABW', 106442, 'YR2019', 3395798882.68156, 29450, None]
['ABW', 105962, 'YR2018', 3276184357.5419, 28910, None]
['ABW', 105439, 'YR2017', 3092429050.27933, 27960, None]
['ABW', 104874, 'YR2016', 2983635195.53073, 26200, None]
['ABW', 104257, 'YR2015', 2962907262.56983, 25320, None]
['ABW', 103594, 'YR2014', 2790849720.67039, 25520, None]
['ABW', 102880, 'YR2013', 2727849720.67039, 25500, None]
['ABW', 102112, 'YR2012', 2615208379.88827, 24440, None]
['ABW', 101288, 'YR2011', 2637859217.87709, 23400, 8.9]
['ABW', 100341, 'YR2010', 2453597206.70391, 23390, 10.6]
['AUS', None, 'YR2023', None, None, 3.662]
['AUS', 26005540, 'YR2022', 1692956646855.7, 60840, 3.701]
['AUS', 25685412, 'YR2021', 1559033756285.13, 57240, 5.116]
['AUS', 25649248, 'YR2020', 1330381544909.3, 53630, 6.456]
['AUS', 25334826, 'YR2019', 1394671325960.57, 54970, 5.159]
['AUS', 24963258, 'YR2018', 1429733668185.91, 53150, 5.3]
['AUS', 24592588, 'YR2017', 1326882104817, 51530, 5.592]
['AUS', 24190907, 'YR2016', 1207580901578.72, 54140, 5.711]
['AUS', 23815995, 'YR2015', 1351768945139.11, 60550, 6.055]
['AUS', 23475686, 'YR2014', 1468597690006.22, 65240, 6.078]
['AUS', 23128129, 'YR2013', 1577301840200.01, 66090, 5.663]
['AUS', 22733465, 'YR2012', 1547649835732.89, 60290, 5.225]
['AUS', 22340024, 'YR2011', 1398701323029.63, 50410, 5.083]
['AUS', 22031750, 'YR2010', 1148890200292.42, 46750, 5.214]
['AUT', None, 'YR2023', None, None, 5.264]
['AUT', 9041851, 'YR2022', 470941926750.741, 55720, 4.992]
['AUT', 8955797, 'YR2021', 479295362747.047, 53150, 6.459]
['AUT', 8916864, 'YR2020', 435049316955.737, 48980, 5.201]
['AUT', 8879920, 'YR2019', 444596155845.254, 51000, 4.56]
['AUT', 8840521, 'YR2018', 454991174096.102, 48980, 4.933]
['AUT', 8797566, 'YR2017', 417261151844.977, 45040, 5.561]
['AUT', 8736668, 'YR2016', 395837353031.499, 46240, 6.064]
['AUT', 8642699, 'YR2015', 381971148530.543, 47480, 5.802]
['AUT', 8546356, 'YR2014', 442584815286.034, 50390, 5.674]
['AUT', 8479823, 'YR2013', 430190979705.962, 50720, 5.367]
['AUT', 8429991, 'YR2012', 409401816050.531, 50100, 4.909]
['AUT', 8391643, 'YR2011', 431685217367.511, 50700, 4.637]
['AUT', 8363404, 'YR2010', 392275107258.667, 49750, 4.883]
['AZE', None, 'YR2023', None, None, None]
['AZE', 10141756, 'YR2022', 78721058823.5294, 5660, 5.65]
['AZE', 10137750, 'YR2021', 54825411764.7059, 4910, 6.04]
['AZE', 10093121, 'YR2020', 42693000000, 4480, 7.24]
['AZE', 10024283, 'YR2019', 48174235294.1176, 4510, 5]
['AZE', 9939771, 'YR2018', 47112470051.7701, 4080, 4.9]
['AZE', 9854033, 'YR2017', 40866627351.9817, 4110, 5]
['AZE', 9757812, 'YR2016', 37866996882.9157, 4790, 5]
['AZE', 9649341, 'YR2015', 53076235354.746, 6610, 4.96]
['AZE', 9535079, 'YR2014', 75239785452.1022, 7740, 4.91]
['AZE', 9416801, 'YR2013', 74160560123.6902, 7450, 4.97]
['AZE', 9295784, 'YR2012', 69679944504.1972, 6480, 5.19]
['AZE', 9173082, 'YR2011', 65952796427.9473, 5570, 5.42]
['AZE', 9054332, 'YR2010', 52909294791.9262, 5410, 5.63]
['BHS', None, 'YR2023', None, None, None]
['BHS', 409984, 'YR2022', 12897400000, 31520, None]
['BHS', 407906, 'YR2021', 11527600000, 27870, None]
['BHS', 406471, 'YR2020', 9754600000, 23040, None]
['BHS', 404557, 'YR2019', 13058700000, 30440, None]
['BHS', 401906, 'YR2018', 12653600000, 29550, 10]
['BHS', 399020, 'YR2017', 12253500000, 28400, 9.8]
['BHS', 395976, 'YR2016', 11750800000, 26960, 12.7]
['BHS', 392697, 'YR2015', 11672900000, 26760, 12]
['BHS', 389131, 'YR2014', 10974800000, 26520, 13.8]
['BHS', 385650, 'YR2013', 10395500000, 26210, 16.18]
['BHS', 382061, 'YR2012', 10720400000, 27170, 14.02]
['BHS', 377950, 'YR2011', 10070450000, 26540, 14.52]
['BHS', 373272, 'YR2010', 10095760000, 26900, None]
['BHR', None, 'YR2023', None, None, None]
['BHR', 1472233, 'YR2022', 44383297872.3404, 27720, None]
['BHR', 1463265, 'YR2021', 39288670212.766, 24720, None]
['BHR', 1477469, 'YR2020', 34621807712.766, 22960, None]
['BHR', 1494188, 'YR2019', 38653318085.1064, 24420, None]
['BHR', 1487340, 'YR2018', 37802005319.1489, 23210, None]
['BHR', 1456834, 'YR2017', 35473776595.7447, 21790, None]
['BHR', 1409661, 'YR2016', 32234973404.2553, 21820, None]
['BHR', 1362142, 'YR2015', 31050638297.8723, 22740, None]
['BHR', 1311134, 'YR2014', 33387712765.9574, 24530, None]
['BHR', 1261673, 'YR2013', 32539468085.1064, 24790, None]
['BHR', 1224939, 'YR2012', 30749308510.6383, 23360, 1.2]
['BHR', 1212077, 'YR2011', 28776595744.6809, 19150, 4]
['BHR', 1213645, 'YR2010', 25713271276.5957, 19390, 1.13]
['BGD', None, 'YR2023', None, None, None]
['BGD', 171186372, 'YR2022', 460201265527.977, 2820, 5.247]
['BGD', 169356251, 'YR2021', 416264800549.026, 2570, None]
['BGD', 167420951, 'YR2020', 373902197869.16, 2300, None]
['BGD', 165516222, 'YR2019', 351238399005.451, 2210, None]
['BGD', 163683958, 'YR2018', 321379127909.353, 2020, None]
['BGD', 161793964, 'YR2017', 293754781336, 1650, 4.372]
['BGD', 159784568, 'YR2016', 265236390328.627, 1410, 4.35]
['BGD', 157830000, 'YR2015', 195078573252.202, 1210, None]
['BGD', 155961299, 'YR2014', 172885432686.945, 1100, None]
['BGD', 154030139, 'YR2013', 149990529836.78, 1030, 4.426]
['BGD', 152090649, 'YR2012', 133355820262.925, 970, None]
['BGD', 150211005, 'YR2011', 128637983882.833, 890, None]
['BGD', 148391139, 'YR2010', 115279077465.226, 800, 3.379]
['BRB', None, 'YR2023', None, None, None]
['BRB', 281635, 'YR2022', 5699950000, 19490, None]
['BRB', 281200, 'YR2021', 4923100000, 16710, None]
['BRB', 280693, 'YR2020', 4738800000, 16420, None]
['BRB', 280180, 'YR2019', 5341100000, 17680, 8.413]
['BRB', 279688, 'YR2018', 5110250000, 17110, 8.322]
['BRB', 279187, 'YR2017', 4992300000, 16530, 8.622]
['BRB', 278649, 'YR2016', 4843300000, 16390, 8.247]
['BRB', 278083, 'YR2015', 4734000000, 16200, 9.803]
['BRB', 277493, 'YR2014', 4707600000, 16090, 12.17]
['BRB', 276865, 'YR2013', 4685550000, 16120, 11.55]
['BRB', 276197, 'YR2012', 4613850000, 16170, None]
['BRB', 275486, 'YR2011', 4656400000, 15450, None]
['BRB', 274711, 'YR2010', 4531150000, 15970, 10.69]
['BLR', None, 'YR2023', None, None, None]
['BLR', 9228071, 'YR2022', 72793457588.4367, 7210, 3.574]
['BLR', 9302585, 'YR2021', 69673747131.87, 7040, 3.9]
['BLR', 9379952, 'YR2020', 61371755326.2351, 6410, 4.049]
['BLR', 9419758, 'YR2019', 64410122847.3508, 6370, 4.165]
['BLR', 9438785, 'YR2018', 60031173807.7196, 5730, 4.763]
['BLR', 9458989, 'YR2017', 54725302249.8088, 5320, 5.648]
['BLR', 9469379, 'YR2016', 47723545321.259, 5640, 5.844]
['BLR', 9461076, 'YR2015', 56454889146.6088, 6750, 1]
['BLR', 9448515, 'YR2014', 78812805039.0743, 7620, 0.5]
['BLR', 9443211, 'YR2013', 75527558966.4473, 7030, 0.5]
['BLR', 9446836, 'YR2012', 65685890438.8922, 6630, 0.5]
['BLR', 9461643, 'YR2011', 61762382327.9319, 6340, 0.6]
['BLR', 9483836, 'YR2010', 57231904542.8755, 6150, None]
['BEL', None, 'YR2023', None, None, 5.5]
['BEL', 11685814, 'YR2022', 583435595579.963, 53890, 5.558]
['BEL', 11586195, 'YR2021', 600748812601.541, 51060, 6.264]
['BEL', 11538604, 'YR2020', 526264230147.394, 46100, 5.555]
['BEL', 11488980, 'YR2019', 535865804349.803, 48100, 5.36]
['BEL', 11427054, 'YR2018', 543299066998.902, 46060, 5.948]
['BEL', 11375158, 'YR2017', 502764720556.354, 42520, 7.086]
['BEL', 11331422, 'YR2016', 476062757356.927, 43400, 7.83]
['BEL', 11274196, 'YR2015', 462335574841.484, 45570, 8.482]
['BEL', 11209057, 'YR2014', 535390200131.018, 47820, 8.523]
['BEL', 11159407, 'YR2013', 521791015247.06, 47900, 8.425]
['BEL', 11106932, 'YR2012', 496152879924.727, 47130, 7.542]
['BEL', 11038264, 'YR2011', 523330354138.133, 46490, 7.14]
['BEL', 10895586, 'YR2010', 481420882905.001, 47080, 8.293]
['BLZ', None, 'YR2023', None, None, None]
['BLZ', 405272, 'YR2022', 2830507575.6841, 6630, None]
['BLZ', 400031, 'YR2021', 2424575179.3783, 6040, 10.157]
['BLZ', 394921, 'YR2020', 2047727810.06777, 5120, None]
['BLZ', 389095, 'YR2019', 2386792476.10637, 5820, 9.053]
['BLZ', 382066, 'YR2018', 2292787335.62452, 5600, None]
['BLZ', 374693, 'YR2017', 2266664817.08822, 5470, 6.596]
['BLZ', 367313, 'YR2016', 2240593542.9757, 5600, 7]
['BLZ', 359871, 'YR2015', 2194709309.24204, 5730, 7.578]
['BLZ', 352335, 'YR2014', 2125125606.25723, 5580, 8.244]
['BLZ', 344688, 'YR2013', 2021757434.18064, 5490, 8.349]
['BLZ', 337059, 'YR2012', 1899503249.8643, 5240, None]
['BLZ', 329538, 'YR2011', 1818831938.17757, 5090, None]
['BLZ', 322106, 'YR2010', 1739070295.44027, 5000, None]
['BEN', None, 'YR2023', None, None, None]
['BEN', 13352864, 'YR2022', 17396792699.5489, 1400, None]
['BEN', 12996895, 'YR2021', 17687623534.6665, 1330, None]
['BEN', 12643123, 'YR2020', 15686741893.5187, 1230, None]
['BEN', 12290444, 'YR2019', 14390708756.988, 1200, None]
['BEN', 11940683, 'YR2018', 14262408079.7014, 1150, 1.473]
['BEN', 11596779, 'YR2017', 12701655845.9612, 1050, None]
['BEN', 11260085, 'YR2016', 11821065852.1271, 1070, None]
['BEN', 10932783, 'YR2015', 11388160997.1089, 1140, None]
['BEN', 10614844, 'YR2014', 13284527846.9081, 1230, None]
['BEN', 10308730, 'YR2013', 12517845123.9315, 1180, None]
['BEN', 10014078, 'YR2012', 11141358115.8991, 1090, None]
['BEN', 9726380, 'YR2011', 10693321363.6574, 1060, 2.647]
['BEN', 9445710, 'YR2010', 9535345015.78355, 1050, 1.04]
['BMU', None, 'YR2023', None, None, None]
['BMU', 63532, 'YR2022', 7546000000, 125210, None]
['BMU', 63764, 'YR2021', 7127200000, 120020, None]
['BMU', 63893, 'YR2020', 6887147000, 111800, None]
['BMU', 63911, 'YR2019', 7423465000, 117280, None]
['BMU', 63918, 'YR2018', 7225977000, 117000, None]
['BMU', 63873, 'YR2017', 7142316000, 112940, None]
['BMU', 64554, 'YR2016', 6899911000, 103620, None]
['BMU', 65237, 'YR2015', 6654541000, 101120, None]
['BMU', 65138, 'YR2014', 6413988000, 99920, 8.94]
['BMU', 65001, 'YR2013', 6465756000, 101760, 6.66]
['BMU', 64798, 'YR2012', 6378188000, 100100, 8.44]
['BMU', 64564, 'YR2011', 6312691000, 101610, None]
['BMU', 65124, 'YR2010', 6634526000, 103480, 6.49]
['BTN', None, 'YR2023', None, None, 3.126]
['BTN', 782455, 'YR2022', None, None, 5.947]
['BTN', 777486, 'YR2021', 2768003872.54065, 3290, 4.804]
['BTN', 772506, 'YR2020', 2457604042.76364, 3030, 5.03]
['BTN', 767459, 'YR2019', 2735683408.71698, 3360, 2.72]
['BTN', 762096, 'YR2018', 2583335723.83252, 3070, 3.35]
['BTN', 756121, 'YR2017', 2591358114.48376, 2820, None]
['BTN', 749761, 'YR2016', 2158971711.31564, 2600, None]
['BTN', 743274, 'YR2015', 2003596838.78013, 2470, 2.45]
['BTN', 736357, 'YR2014', 1907090375.97776, 2400, 2.63]
['BTN', 728889, 'YR2013', 1756214316.41385, 2350, 2.87]
['BTN', 721145, 'YR2012', 1781280181.55431, 2330, 2.05]
['BTN', 713331, 'YR2011', 1777102573.23973, 2180, 3.23]
['BTN', 705516, 'YR2010', 1547990911.56653, 1980, 3.32]
['BOL', None, 'YR2023', None, None, None]
['BOL', 12224110, 'YR2022', 44008282877.9606, 3490, 3.552]
['BOL', 12079472, 'YR2021', 40406111695.179, 3290, 5.089]
['BOL', 11936162, 'YR2020', 36629843806.0781, 3120, 7.903]
['BOL', 11777315, 'YR2019', 40895322850.9407, 3440, 3.682]
['BOL', 11606905, 'YR2018', 40287647930.5355, 3290, 3.519]
['BOL', 11435533, 'YR2017', 37508642170.767, 3020, 3.655]
['BOL', 11263015, 'YR2016', 33941126193.9219, 2970, 3.498]
['BOL', 11090085, 'YR2015', 33000198248.9146, 2900, 3.111]
['BOL', 10916987, 'YR2014', 32996188017.3661, 2780, 2.021]
['BOL', 10743349, 'YR2013', 30659338885.6729, 2540, 2.437]
['BOL', 10569697, 'YR2012', 27084497481.9103, 2210, 2.066]
['BOL', 10396246, 'YR2011', 23963164696.592, 1970, 2.255]
['BOL', 10223270, 'YR2010', 19649723722.1034, 1750, None]
['BIH', None, 'YR2023', None, None, 10.668]
['BIH', 3233526, 'YR2022', 24473906673.7086, 7660, 12.657]
['BIH', 3270943, 'YR2021', 23649568276.8447, 6900, 14.897]
['BIH', 3318407, 'YR2020', 20226036564.4129, 6120, 15.868]
['BIH', 3360711, 'YR2019', 20482608755.379, 6160, 15.692]
['BIH', 3400129, 'YR2018', 20484053868.9246, 5700, 18.4]
['BIH', 3440027, 'YR2017', 18326373366.1105, 5050, 20.527]
['BIH', 3480986, 'YR2016', 17116926327.6247, 5060, 25.408]
['BIH', 3524324, 'YR2015', 16404348871.4437, 5130, 27.695]
['BIH', 3571068, 'YR2014', 18558733564.4692, 5170, 27.517]
['BIH', 3617559, 'YR2013', 18179108530.5261, 5160, 27.49]
['BIH', 3674374, 'YR2012', 17226735995.6905, 4900, 28.01]
['BIH', 3743142, 'YR2011', 18644233537.1093, 4900, 27.582]
['BIH', 3811088, 'YR2010', 17176315803.7298, 4820, 27.312]
['BWA', None, 'YR2023', None, None, 23.381]
['BWA', 2630296, 'YR2022', 20355541962.8512, 7430, 23.615]
['BWA', 2588423, 'YR2021', 18737066311.1597, 6900, 23.106]
['BWA', 2546402, 'YR2020', 14960291541.176, 6130, 21.017]
['BWA', 2499702, 'YR2019', 16725908666.8462, 6630, 20.094]
['BWA', 2451409, 'YR2018', 17031943186.1353, 6270, None]
['BWA', 2401840, 'YR2017', 16105156375.533, 5860, None]
['BWA', 2352416, 'YR2016', 15082636722.902, 5760, None]
['BWA', 2305171, 'YR2015', 13530748844.505, 5860, None]
['BWA', 2260376, 'YR2014', 15470088500.7414, 6710, None]
['BWA', 2217278, 'YR2013', 14271738933.2042, 6710, None]
['BWA', 2175425, 'YR2012', 13907464500.1489, 6700, None]
['BWA', 2134037, 'YR2011', 15110643612.1729, 6320, None]
['BWA', 2091664, 'YR2010', 12637273429.1339, 5220, 17.86]
['BRA', None, 'YR2023', None, None, 7.947]
['BRA', 215313498, 'YR2022', 1920095779022.73, 8140, 9.231]
['BRA', 214326223, 'YR2021', 1649622821885.14, 7850, 13.159]
['BRA', 213196304, 'YR2020', 1476107231194.11, 7910, 13.697]
['BRA', 211782878, 'YR2019', 1873288205186.45, 9220, 11.936]
['BRA', 210166592, 'YR2018', 1916933898038.36, 9140, 12.33]
['BRA', 208504960, 'YR2017', 2063514977334.32, 8670, 12.792]
['BRA', 206859578, 'YR2016', 1795693482652.52, 8890, 11.58]
['BRA', 205188205, 'YR2015', 1802212206904.68, 10160, 8.538]
['BRA', 203459650, 'YR2014', 2456043727198.85, 12080, 6.755]
['BRA', 201721767, 'YR2013', 2472819535742.73, 12750, 7.071]
['BRA', 199977707, 'YR2012', 2465227803011.57, 12270, 7.251]
['BRA', 198185302, 'YR2011', 2616156223977.47, 11040, 7.578]
['BRA', 196353492, 'YR2010', 2208837745214.23, 9610, None]
['BRN', None, 'YR2023', None, None, None]
['BRN', 449002, 'YR2022', 16681536466.7183, 31410, 5.191]
['BRN', 445373, 'YR2021', 14006496617.4458, 30320, 4.905]
['BRN', 441725, 'YR2020', 12005799653.9835, 31210, 7.409]
['BRN', 438048, 'YR2019', 13469235364.7032, 31880, 6.6]
['BRN', 434274, 'YR2018', 13566937673.7966, 29030, 8.7]
['BRN', 430276, 'YR2017', 12128183904.4501, 29400, 9.316]
['BRN', 425994, 'YR2016', 11400466356.3898, 32690, None]
['BRN', 421437, 'YR2015', 12930291487.9581, 38250, None]
['BRN', 416656, 'YR2014', 17097802752.8728, 42380, 6.862]
['BRN', 411702, 'YR2013', 18094321616.7959, 44520, None]
['BRN', 406634, 'YR2012', 19048443340.7732, 41580, None]
['BRN', 401506, 'YR2011', 18525128526.3766, 34830, None]
['BRN', 396053, 'YR2010', 13707280259.9763, 32680, None]
['BGR', None, 'YR2023', None, None, 4.3]
['BGR', 6465097, 'YR2022', 90346169914.9349, 13350, 4.268]
['BGR', 6877743, 'YR2021', 84041493015.6618, 11050, 5.267]
['BGR', 6934015, 'YR2020', 70368758395.141, 9530, 5.125]
['BGR', 6975761, 'YR2019', 68881010245.5498, 9500, 4.23]
['BGR', 7025037, 'YR2018', 66370132238.3914, 8530, 5.212]
['BGR', 7075947, 'YR2017', 59309748166.1179, 7620, 6.164]
['BGR', 7127822, 'YR2016', 53964253211.84, 7400, 7.575]
['BGR', 7177991, 'YR2015', 50811995688.6771, 7430, 9.143]
['BGR', 7223938, 'YR2014', 57157782909.9307, 7710, 11.424]
['BGR', 7265115, 'YR2013', 55852123989.9504, 7600, 12.941]
['BGR', 7305888, 'YR2012', 54288135058.7926, 7500, 12.27]
['BGR', 7348328, 'YR2011', 57737040780.0157, 7270, 11.26]
['BGR', 7395599, 'YR2010', 50760929302.5147, 7010, 10.279]
['BFA', None, 'YR2023', None, None, 5.348]
['BFA', 22673762, 'YR2022', 18820064797.8379, 850, 5.348]
['BFA', 22100683, 'YR2021', 19642668879.7694, 830, None]
['BFA', 21522626, 'YR2020', 17725010530.7894, 770, None]
['BFA', 20951639, 'YR2019', 16032813501.6639, 750, None]
['BFA', 20392723, 'YR2018', 15890066221.2882, 730, 4.695]
['BFA', 19835858, 'YR2017', 14106955615.3442, 650, None]
['BFA', 19275498, 'YR2016', 12833363045.3367, 660, None]
['BFA', 18718019, 'YR2015', 11832159315.6298, 680, None]
['BFA', 18169842, 'YR2014', 13943016076.7436, 740, 6.481]
['BFA', 17636408, 'YR2013', 13444300485.8412, 750, None]
['BFA', 17113732, 'YR2012', 12561015156.5683, 710, None]
['BFA', 16602651, 'YR2011', 12080295977.5632, 660, None]
['BFA', 16116845, 'YR2010', 10109619740.6994, 630, None]
['BDI', None, 'YR2023', None, None, None]
['BDI', 12889576, 'YR2022', 3338722827.66241, 240, None]
['BDI', 12551213, 'YR2021', 2775798697.47186, 220, None]
['BDI', 12220227, 'YR2020', 2649680261.43998, 220, 1.03]
['BDI', 11874838, 'YR2019', 2576518879.82353, 230, None]
['BDI', 11493472, 'YR2018', 2667182199.51333, 240, None]
['BDI', 11155593, 'YR2017', 2723586962.84034, 250, None]
['BDI', 10903327, 'YR2016', 2644487776.50077, 250, None]
['BDI', 10727148, 'YR2015', 3104003546.26497, 250, None]
['BDI', 10494913, 'YR2014', 2705783329.80483, 250, 1.572]
['BDI', 10149577, 'YR2013', 2451606632.29246, 240, None]
['BDI', 9795479, 'YR2012', 2333341334.45753, 240, None]
['BDI', 9455733, 'YR2011', 2235820809.32006, 220, None]
['BDI', 9126605, 'YR2010', 2032135192.01248, 210, None]
['KHM', None, 'YR2023', None, None, None]
['KHM', 16767842, 'YR2022', 29504829319.3169, 1690, None]
['KHM', 16589023, 'YR2021', 26961061151.7337, 1580, 0.396]
['KHM', 16396860, 'YR2020', 25872797891.7664, 1530, 0.172]
['KHM', 16207746, 'YR2019', 27089390032.798, 1560, 0.499]
['KHM', 16025238, 'YR2018', 24571753583.3935, 1420, None]
